party_label_ka,party_id,appearances,election_ids,label_resolves_to_n_ids
"საინიციატივო ჯგუფი - გაზდელიანი აზა,ბაბლუანი ვასილ, ზურაბიანი იროდი, ბაბლუანი ტარიელ , ლიპარტელიანი მარინა .",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გალაქტიონ გულბანი, მერი პირველი, ლერი ხვისტანი, თამარი პირველი, ლელა პირველი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გელა ბახბავა, პეტრე სურმავა, ნიკა მატკავა, გიორგი უჩანეიშვილი, გიორგი სიჭინავა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გელა, არაბული, ტარიელ არაბული, ლილი არაბული, ალუდა წიკლაური, გიორგი არაბული",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გია არღვლიანი, ამინათ ხორგუანი, ირაკლი კვიციანი, მაიზერ კვიციანი, სეფე არღვლიანიღ",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გივი ლომთაძე, გუგული კახიძე,თამარ კახიძე, ამირან კახიძე,გიზო ლომთაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გივი ჩუბინიძე,ვალერიანი გიორგაძე, გოჩა გიორგაძე, გელა გამეზარდაშვილი, ცეზარი ჭანტურიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გიორგი ბატიაშვილი,ზვიადი ელიზბარაშვილი, ზურაბი მამულაშვილი, თამაზი ბაღიშვილი, მარეხ ბერიძიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გიორგი ივანიშვილი,როლანდი აფუაშვილი,მევლუდი ფალავანდიშვილი,ნიკოლოზ მდივანი,ბექა ბეგიაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გიორგი ჯავახიშვილი, პაატა დაუშვილი, თეიმურაზ დუმბაძე, რამაზ ჯავახიშვილი, ზაზა სულაბერიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გოჩა ერქომაიშვილი, ნადია კახიანი, ვალიდა გაბედავა, დალი ჯაფარიძე, ივანე ხომერიკი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გოჩა პაპავა, ნური ფირცხალაიშვილი, ჯამბულ პაპავა, დარეჯან ფირცხალაიშვილი, ნანა დეისაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გუგულა მეგრელიშვილი,ნათელა ყიფიანი,თამარი ჭიღლაძე,რუსუდან ყაველაშვილი, ზოია შალამბერიძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - გურჯანი გიგაშვილი, გურამი ბრეგვაძე, გიორგი კვანტიძე, ბექა გიორგაძე, ვანო ჭუმბურიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - დავით ბაკაშვილი, გიორგი არევაძე, რამაზი არევაძე, თამაზ მჭედლიძე, ზაზა ქველაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - დავით ბირკაძე, რევაზ სვანიძე, შალვა მზარეულიშვიილი,ნიკა მუყასშვილი,ლევანი კოშაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - დავით სტეფანია, ნატო თევდორაძე, გიორგი შავდია, ოლეგ მუკბანიანი, გიორგი შავდია",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - დავით სტეფანოვი, ჯემალ ცერიაშვილი, ანზორ ჭანკოტაძე, დავით ხაჩიძე, ნუკრი სტეფანოვი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - დავით ქაჯაია, მედული ბასიშვილი, დავით გოგალაძე, ლიანა გაგლოშვილი, ნაირა ბლიაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - დავითი ციცვიძე, ირმა ციცვიძე, ბონდო ლაშხი, ნიკოლოზი ლობჟანიძე, სვეტლანა პაპაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - დალილა ძირკვაძე, კაბატოვა მელანია, ჩარკვიანი ფატიმა, ონიანი თორნიკე, ბოლქვაძე მინდია",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ეგნატე მიქელაძე;ვახტანგი ქააძე;ამირანი ნუიშვილი;იოსები მიქელაძე;ილია ჭრელაშვილი,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ეკატერინე მარჯანიძე, ნონა კვინიკაძე, თამუნა ორჩალიევა, მარინე მარჯანიძე, ზურაბ მარჯანიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ეკატერინე მიქავა, ბადრი თავაძე, თამაზი ჯოჯუა, გიორგი სულაქველიძე, ლეონადი ძიძიგური",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ელევნორა ფარჯიანი, დოდო კვიციანი, თამაზ ფარჯიანი, ამირან ფარჯიანი, ჯანიკო ფარჯიანი",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ემზარი ვალიშვილი; დავითი ღუბიანური; გოგია სოხურაშვილი; ლევანი თორღვაშვილი;ქეთევანი ქეშიკაშვილი,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ესმა მეხრიშვილი, ლიდა მულაძე, ლიდა მოსიაშვილი, შორენა ნინიაშვილი, თეიმურაზ მეხრიშვილი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ვაჟა შარაბიძე, გიორგი პაპუაშვილი, ლევან მაცაბერიძე, მერაბი დონაძე, ლევან დვალი",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ვასილ თელაურიძე; ვასილ რაინაული; ლაშა ნაკუდაიძე; ალექსანდრე რაინაული; იოსებ გიგოიძე,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ვეფხია ბოდაველი, ლაშა შარაშიძე, ბელა ჩანადირი, იზაბელა წვერაძე, თინათინი ველთაური",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზაბიტ მამედოვი,ვალი ტუშდიევი,ხალილბეკ აშიროვი,იმრან ნურიევი,აგამირ გაჯიევი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზაზა ბრეგვაძე, რომან ქოჩიაშვილი, კობა ხუციშვილი, გიორგი ქოჩიაშვილი, ამირან მგელაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზაზა ხურციძე, გოჩა ღუჭაშვილი, ზურაბ პეტრიაშვილი, რომანი ბადალიანი, ჯუმბერ გოგრიჭიანი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზაქრო ბარათაშვილი, გურამი სამყურაშვილი, მალხაზი ვაშაძე, ხვიჩა კენჭოშვილი, ბადრი სამყურაშვილი, დარეჯან თაბაგარი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზვიადი ხვედელიძე, კობა კაპანაძე, ვალერი შეყელაძე, გელა კობახიძე, ალექსანდრე შეყელაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზურაბ კოხრეიძე, გიორგი ესაკია, თეიმურაზ კოხრეიძე, ამირან ლეკვეიშვილი, მაია ხორხომელიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზურაბ ტიკარაძე, შოთა დოლიძე, ნანა ჩხარტიშვილი, გიორგი ბოლქვაძე, გია იმედაიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზურაბ უნდილაშვილი, თეონა ველთაური, მალხაზ ჯანიაშვილი, ანნა ასლამაზიშვილი, ელენე ასლამაზიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზურაბ ფილიშვილი, ალექსანდრე ზღუდაძე, ვალერი ფილიშვილი, ემზარ ფილიშვილი, ზაზა კაკიაშვილი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზურაბ ღონღაძე, ლია მოდებაძე, რობერტ სუხიაშვილი, თამაზ მელიქიძე, მაია ლომიძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ზურაბი ფარნიაშვილი, ზურაბი ელუაშვილი, ნიკო გიორგაშვილი, გიორგი ნამორაძე, გიორგი მეტრეველი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თამაზ სოფრომაძე, ირინა სტაროდუბი, რამაზი ბარბაქაძე,თამარი რობაქიძე ,მაგდა ბუიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თამაზ ჩიტაური, გიგლა დათუაშვილი, ფიქრია წოწოლაშვილი, ელა მარკოზაშვილი, მაკა რთველიევი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თემური ირემაძე, გურამი ბერიძე, მალხაზ ბერიძე, თამაზი ვანაძე, რამაზი ირემაძე",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - თემური მოზაიძე;გოჩა გოგოთიძე;გურამ კახოიძე; ნოდარ წეწიაიძე;ალბერტ ბექურაიძე,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თენგიზ გოგუაძე, ემზარ გოგიტიძე, დავით კუკუტიძე, ილია გაბუნია, შალვა მეგრელიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თენგიზ ნიკოლაშვილი, ნუკრი ზოიძე, მერაბ თოიძე, ტიტე ბაქანიძე, ბადრი პატარავა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თეონა კუკულაძე., მაია ნიქაბაძე,, ნინო ჟორდანია, ბორის ხოფერია, ამირან პატარაია",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თეონა ძმანაშვილი, ხათუნა ჩინჩალაძე, ტარიელი ჩინჩალაძე, ალექსანდრე სამხარაძე, ელენე ჩინჩალაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - თორნიკე ტიტვინიძე, რამაზი ტიტვინიძე,ოლია კუპატაძე, ნატო გულიაშვილი, ზურმუხტი ტიტვინიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - იასინ ისმაილოვი,ნაზიმ ალაგოზოვი,კინიაზ კურბანოვი,ჯამალ შახვერდიევ,გეიდარალი მუსაევი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ილია ელიაშვილი, მამუკა ბერუაშვილი, ბადრი გლახაშვილი, გელა მახარაშვილი, ილია მეცხვარიშვილი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - იმედა მაჭარაშვილი, გულიკო ჯუსოევი, თეა მილაშვილი, ნოდარი ბერიძე, ანგელი ჯიოევი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - იოსებ შუბითიძე,ბუდუ კილაძე,გიორგი კაპანაძე, ჯულხა დეკანოიძე, გელა გელალაშვილი.",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - იური მამარდაშვილი. დალი უგრეხელიძე. გულნარა კუხალაშვილი . რამაზი უგრეხელიძე. ბორისი გოლეთიანი.,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ლანა ღოღობერიძე,თამაზ ნიგალიძე,მინდია შოთაძე,ნუგზარ მალაყმაძე,ზურაბ დავითაძე",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ლელა იმერლიშვილი;ირაკლი ნადაშვილი;ნინელი ქაჩლიშვილი;ნინო გიორგაძე;ილია ნადაშვილი;,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ლია ქავთარაძე, ნანული წიკლაური, გელა ქავთარაძე, ელზა ბედოშვილი, ნინო ქავთარაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ლია ჯაფარიძე, ბესიკ ჯაფარიძე, ზაზა ჯაფარიძე, გეგი უდესიანი, მურთაზ ჯაფარიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მაგული რუხაძე, ციალა გოგიტიძე,ვალოდი მურ5ვანიძე, ქეთევან დობორჯგინიძე, ზაურ გოგიტიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მალხაზ ზენაიშვილი, სალომე ზენაიშვილი, იზო ზენაიშვილი, იზოლდა ზენაიშვილი, ლალი სარიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მალხაზ იმნაძე, აზა კიკვაძე, ნეზალი სამხარაძე, ნიკა ზენაიშვილი, კონსტანტინე ურუშაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მამუკა კუპატაძე,გიზო გაფრინდაშვილი,სიმონ ნეფარიძე, თეიმურაზ მაჭარაშვილი, დავით კუპატაძე",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - მამუკა ომარაშვილი;გიორგი ლიპარტაშვილი;ივანე ომარაშვილი;ჯიმშერი დოლენჯაშვილი;ბადური ჯავახიშვილი,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მამუკა ომიაძე, მურმან ჩაჩანიძე, ივანე სკანაძე, ოთარ ჭანკოტაძე, პაატა ნოზაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მანანა გელაშვილი, თეიმურაზ გოგოლაძე, თემურ ლომიძე, მიხეილ გიორგაძე, სერგო ფასოევი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მარიამ თვალავაძე, რევაზ ვაშალომიძე, მიშიკო სალუქვაძე, ირაკლი ჯაში, ჯუმბერ მაჭავარიანი, გიორგი მახარაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მარინე გიგდელიანი, ირინა ჯაფარიძე, ლუბა ხერგიანი, ვლადიმერ ჯაჯვანი, არჩილ ჯაჯვანი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მერაბ ბზიშვილი, ნაზიკო ბზიშვილი, ზეინაბ ვანიშვილი, როინ მიდელაშვილი, ლევან ვანიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მერაბ მელიქიშვილი, ზურაბ მოთიაშვილი, ვაჟა მოთიაშვილი, სალომე ნიკოლაშვილი, დავით ლაზვიაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მზია პაპუაშვილი, ნაირა გურგენიძე, ნოდარ კობახიძე, ირა გურგენიძე, ალექსანდრე გურგენიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მიხეილ წილოსანი, გულნაზი გრიგოლია, ჯონი ქურიძე, ანნა წილოსანი, ნატო ავალიანი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მურად იაკობაძე,ნერიმან აშლარბა,ნინო პაქსაძე,ნათია პაქსაძე,ინგა აშლარბა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - მურთაზ ლაცაბიძე, ალექსანდრე მაღრაძე, გივი შარიქაძე, გიორგი მაღრაძე, ნაირა შარიქაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნათელა მანელიშვილი,ნინო ტოროტაძე,ნუნუ უშვერიძე,ნაზიბროლა ტოროტაძე,ლეილა ხინთიბიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნათია ხაჩიძე, გიორგი გაგნიძე, ჟანა ელბაქიძე, გივი ნეკერაშვილი, რამაზ ნეკერაშვილი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნანული გელაშვილი, გოჩა ლომიძე, დიმიტრი ნოზაძე, თინათინი მჭედლიძე, ნინო ნოზაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნარი შონია, მზია ქურდაძე, თინათინ სამნიაშვილი, ბეგლარ ლოთუაშვილი, ცოტნე გელაშვილი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნიკოლოზ ნიჟარაძე, გულნარა ცარციძე, ლიანა ყველაშვილი, ლავრენტი თოჩიშვილი, მურად თოჩიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნიკოლოზ რუხაძე, როსტომ კაჭახიძე, ეთერ გიგიბერია-კაჭახიძე, ირმა ჯავაშვილი, სალომე გაფრინდაშვილი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნინო გელაშვილი, იოსებ წიქარიშვილი, ნატო დარჩიაშვილი, ამბროსი ტაბატაძე, ნათია ბეჟიაშვილი",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ნინო მთივლიშვილი;ნაზიბროლა ამირაძე;მალხაზი ჯოხაძე;დავით ჯოხაძე;ნათია ფოცხვერაშვილი;,initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ნოდარ მარგოშვილი; ვახტანგი ბაღაკაშვილი; ჯარაფ ქავთარაშვილი; ზვიადი ქავთარაშვილი; ლარისა ქავთარაშვილი,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ნოდარ ობოლაძე, გურამ ჩხიტუნიძე, ავთანდილ ხარაიშვილი, შოთა ტეფნაძე,კახა ჩხიტუნიძე",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ნუნუ კარდენახლიშვილი;მიხეილ გიორგაძე;თამარი მახარაშვილი;მიხეილ გიორგაძე;ლანა დავიდოვი,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ოთარი მოლაშხია, ბექა ჭუმბურიძე, მანანა ტაბატაძე, სოფიკო ჩიხელიძე, მაკა ბარამიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ოლეგ მამულაძე,ჯუმბერ აბაშიძე,ნოდარ გუნდაძე,რაულ აბაშიძე,ფატი მამულაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ოლეგი კილაძე,ამირან ნაკაიძე, ფრიდონ კილაძე, ნოდარ კილაძე, დავით დარჩია",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ომარი ზურაბიანი. ელიკო ზურაბიანი. თეიმურაზ საღინაძე. თემურ ლეთოდიანი. გელა ფუტკარაძე.,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ონიანი ერეკლე , ონიანი მაია,ონიანი ტარიელი , ონიანი დავით, ონიანი მამუკა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - რობერტი მარგიევი, ანზორი პაპაშვილი, ვასილი ნატროშვილი, შოთა ციხისელი, ოთარი გაჯიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - რუსუდან ჩხაიძე, ქეთევან დათუნაშვილი, თინა მჟავანაძე, სოფიო კვაჭაძე, ლაშა ბარათაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - სერგო ჯვარიძე, ზაურ ზედგინიძე, ლევან ლონდარიძე, ლამარა ქავთარაძე, ნინო ლონდარიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - უჩა ურუშაძე, მურმან კუკულავა, ინგა იმედაიშვილი, ნინო ფანცულაია, მაია კუკულავა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ფრიდონ კოჩაძე,რაულ ვარშანიძე,თინათინ ესებიძე,მაია მალაყმაძე,ბეგლარ ღოღობერიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ქეთევან მაჭარაშვილი, ლია ურიდია, გიგანტი ბიბილეიშვილი, მარინა ლეკვეიშვილი, მარინე ნინუა",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ქეთევანი კუპრავიშვილი; ციცინო თედეშვილი; გია უძილაური; ნოდარი უძილაური; შორენა დუდაური,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - შავლეგ მახათაძე,როინ მოცრაძე, შმაგი დარბაიძე, ვარლამ მოცრაძე, ინეზა იაკობიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - შალვა გიგაური, მალხაზ მანთაშაშვილი, დავით ზურაბიშვილი, დავით მენთეშაშვილი, ჯემალი ზაუტაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - შოთა აბჟანდაძე, ლალი აბჟანდაძე, ნათელა ფანჩულიძე, ვახტანგი ფანჩულიძე, შორენა ფანჩულიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - შოთა ნაცვლიშვილი, ლალი ღონღაძე, ალექსანდრე მეტრეველი, ლალი ღამბაშიძე, როზა ხომასურიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ცისია სვანიძე, შაქრო ჩხაიძე, რევაზ კილაძე, მიხეილ ინწკირველი, ბექა მაღლაფერიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ჯემალ აბულაძე, გური ბერიძე, გიორგი ანთაძე, ოთარ ართმელაძე, გიორგი ირემაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ჯონი რთველაძე, მალხაზი ჟიჟიაშვილი,იასე მარტიაშვილი, გიორგი ჩაკვეტაძე, იური მუკვანი, გელა ასლანიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ჯოყოლა ხორგუანი,გერმან ქალდანი,ნანა ფილფანი,ოლეგი ქალდანი, ჯემალ ხვისტანი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი:
აკაკი კაჭარავა, დავით ჯანხოთელი, ზაზა ჭოხონელიძე, ზურაბ ბუტიკაშვილი, თამაზ ოქრუაშვილი",mamuka_chokhonelidze,1,pres_2013,1
"საინიციატივო ჯგუფი:
ანა რეხვიაშვილი, გივი რობაქიძე, ვახუშტი ფარცვანია, გიორგი მესხიძე, მინდია ბერეკაშვილი",nestan_kirtadze,1,pres_2013,1
"საინიციატივო ჯგუფი:
გელა სანიკიძე, გურამ მეტეხელი, ზურაბ ვეფხვაძე, ცისანა ზურგაშვილი, გიორგი დარბაიძე, პეტრე მურაჩაშვილი.",giorgi_liluashvili_2013,1,pres_2013,1
"საინიციატივო ჯგუფი:
გიორგი გიორხელიძე, რამაზ სუხიშვილი, ზაზა ხურციძე, გიორგი ხაჭაპურიძე, ლავრენტი სუხიშვილი",giorgi_chikhladze,1,pres_2013,1
"საინიციატივო ჯგუფი:
ვაჟა ბარბაქაძე, ციცინო ცინცაძე, ნათელა იაგანაშვილი, ისიდორე გაგოშვილი, გიორგი სიხარულიძე",nugzar_avaliani,1,pres_2013,1
"საინიციატივო ჯგუფი:
ზურაბ კობიაშვილი, მევლუდ მამადაშვილი, ეთერ ჩხეტია, ჯემალ ჯიქია, ლევან ჩოხელი",mikheil_saluashvili,1,pres_2013,1
"საინიციატივო ჯგუფი:
თამაზ აბაშიძე, ზვიად ბლიაძე, რატი მაისურაძე, გიორგი გაბედავა, დიმიტრი ზარნაძე",levan_chachua,1,pres_2013,1
"საინიციატივო ჯგუფი:
თამარ ღარიბაშვილი, ზინა ღარიბაშვილი, ცირა ჯავახიშვილი, შალვა ოჩხიკიძე, რამაზ ჭელიძე",kartlos_gharibashvili,1,pres_2013,1
"საინიციატივო ჯგუფი:
ირაკლი ცერცვაძე,  ხვიჩა მაცაბერიძე, მიხეილ მეტივიშვილი, გურამ თოფურია, გოდერძი წიკლაური",mamuka_melikishvili,1,pres_2013,1
"საინიციატივო ჯგუფი:
კუკური ლაცაბიძე, ირაკლი ნაცვლიშვილი, კლიმენტი ცინდელიანი, კლიმენტი გიგანი, ოთარ ალიბეგაშვილი",avtandil_margiani,1,pres_2013,1
"საინიციატივო ჯგუფი:
ლენა ბეჟიაშვილი, მურად ალაშვილი, გელა ადეიშვილი, ორესტ ბედია, ავთანდილ წერეთელი, გურამ ლომთაძე, ამირან ნორაკიძე",tamaz_bibiluri,1,pres_2013,1
"საინიციატივო ჯგუფი:
მალხაზ ცინცაძე, ლამარა გურული, ლია ნადიკაშვილი, დიმიტრი გუგავა, მანანა კახურაშვილი",nino_chanishvili,1,pres_2013,1
"საინიციატივო ჯგუფი:
ნინო ჯიშიაშვილი, გიორგი ნარუსლიშვილი,ლიანა ბობოხიძე, ნანა ქადარია, ლუიზა არუთინოვა",teimuraz_bobokhidze,1,pres_2013,1
სალომე ზურაბიშვილი - საქართველოს გზა,georgias_way_2014,700,local_2014,1
სალომე ზურაბიშვილი − საქართველოს გზა,georgias_way_2014,205,local_2014,1
სამართლიანი საქართველოსთვის,sergo_javakhidze,1,pres_2013,1
სამართლიანობის აღდგენის კავშირი ხმა ერისა - უფალია ჩვენი სიმართლე,khma_erisa_2020,132,parl_2020,1
საქართველო,georgia_2016,116,parl_2016,3
საქართველო,georgia_party,166,local_2021;parl_2024,3
საქართველო,patriots,60,local_2017,3
საქართველოს ევროპელი დემოკრატები,zurab_kharatishvili,1,pres_2013,1
საქართველოს ელინთა დემოკრატიული ჯგუფი,hellenic_1919,10,parl_1919,1
საქართველოს ერთიანი კომუნისტური პარტია,united_communist_2016,148,adj_2016;parl_2016,1
საქართველოს ერთიანი კომუნისტური პარტია (სეკპ),adj2008_united_communist,37,adj_2008,1
საქართველოს ერთობისა და განვითარების პარტია,unity_development,81,local_2017;parl_2024,1
საქართველოს ეროვნულ-დემოკრატიული პარტია,national_democrats_1919,96,parl_1919,1
საქართველოს ეროვნული პარტია,natparty_1919,25,parl_1919,1
საქართველოს კომუნისტური პარტია - სტალინელები (ივანე წიკლაური),communist_stalinist,122,parl_2016,1
საქართველოს კონსერვატიული პარტია,conservatives,164,adj_2008;parl_2020,1
საქართველოს ლეიბორისტული პარტია,labour,102,adj_2016;local_2014;parl_2024,2
საქართველოს ლეიბორისტული პარტია,natelashvili,1,pres_2018,2
საქართველოს მშრომელთა საბჭო,workers_council_2014,45,local_2014,1
საქართველოს პატრიოტთა ალიანსი,patriots,82,local_2014;parl_2024,1
საქართველოს პოლიტიკური პარტია “ჩვენი ქვეყანა”,our_country_2008,124,parl_2008,1
საქართველოს რადიკალ-დემოკრატთა პარტია,raddem_1919,50,parl_1919,1
საქართველოს რესპუბლიკური პარტია,republicans_2008,216,parl_2008,1
საქართველოს სოციალ-დემოკრატიული მუშათა პარტია,social_democrats_1919,130,parl_1919,1
საქართველოს სოციალისტ-რევოლუციონერთა პარტია,sr_1919,73,parl_1919,1
საქართველოს სოციალისტ-ფედერალისტთა პარტია,federalists_1919,120,parl_1919,1
საქართველოს სპორტსმენთა კავშირი,sports_union_2012,133,parl_2012,1
საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,veterans_patriots_2014,1040,local_2014,1
სახალხო მოძრაობა,peoples_movement_2014,18,local_2014,1
სახალხო პარტია,peoples_party,187,local_2021;parl_2020,2
სახალხო პარტია,sakhalkho_party_2014,480,local_2014,2
სახალხო ხელისუფლება,peoples_power_2016,107,parl_2016,1
სახალხო-ხალხის ერთსულოვნება,peoples_unity_2017,59,local_2017,1
სოციალ-დემოკრატები საქარველოს განვითარებისათვის,social_democrats_2020,132,parl_2020,1
სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია,radical_democrats_2008,25,local_2010,1
ტაბატაძე „კონსერვატორები საქართველოსთვის“,conservatives_geo,1,local_2025,1
ტრადიციონალისტები,traditionalists,1,local_2017,1
ტრიბუნა,tribuna,60,parl_2024,1
"უპარტიო"")",independent,24,adj_2020,1
უსუფაშვილი - რესპუბლიკელები,republicans_2016,165,adj_2016;parl_2016,1
უფლის სახელით - უფალია ჩვენი სიმართლე,ufali_2014,96,local_2014,1
უფლის სახელით − უფალია ჩვენი სიმართლე,ufali_2014,11,local_2014,1
ქართველ ერთობა,georgian_unity,44,parl_2024,1
ქართველ ტრადიციონალისტთა კავშირი,akaki_asatiani_2013,1,pres_2013,3
ქართველ ტრადიციონალისტთა კავშირი,asatiani,1,pres_2018,3
ქართველ ტრადიციონალისტთა კავშირი,traditionalists,128,parl_2020,3
ქართული დასი,adj2008_kartuli_dasi,32,adj_2008,1
ქართული იდეა,georgian_idea,126,parl_2016,1
ქართული მარში ეროვნული მოძრაობა,georgian_march,136,parl_2020,1
ქართული ოცნება,gd,9778,local_2014;local_2025;parl_2024,1
ქართული ოცნება - დემოკრატიული საქართველო,gd,4981,adj_2016;local_2017;local_2021;parl_2016;parl_2020,1
