"precinct_id","district_id","party_id","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
1008,1,"new_christian_democrats",0,0,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"patriots",18,0.041002,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"peoples_unity_2017",1,0.002278,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"progressive_democratic_2017",0,0,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"republicans_2016",14,0.031891,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"traditionalists",0,0,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"unity_development",2,0.004556,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"unm",65,0.148064,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"vashadze_2017",21,0.047836,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"workers_socialist",2,0.004556,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1008,1,"zviads_way",2,0.004556,1136,467,124,336,0.411092,0.109155,0.295775,28,0.059957
1009,1,"burchuladze",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"burjanadze_democratic",30,0.0491,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"communist_stalinist",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"construction_movement_2017",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"european_georgia",50,0.081833,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"freedom_gamsakhurdia",2,0.003273,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"gd",325,0.531915,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"georgia_2016",1,0.001637,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"labour",19,0.031097,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"left_alliance",1,0.001637,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"mamuli_ena",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"mechiauri",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"national_democrats",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"new_christian_democrats",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"patriots",32,0.052373,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"peoples_unity_2017",2,0.003273,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"progressive_democratic_2017",3,0.00491,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"republicans_2016",15,0.02455,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"traditionalists",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"unity_development",1,0.001637,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"unm",106,0.173486,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"vashadze_2017",23,0.037643,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"workers_socialist",1,0.001637,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1009,1,"zviads_way",0,0,1429,660,209,504,0.461861,0.146256,0.352694,48,0.072727
1010,1,"burchuladze",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"burjanadze_democratic",33,0.04755,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"communist_stalinist",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"construction_movement_2017",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"european_georgia",68,0.097983,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"freedom_gamsakhurdia",12,0.017291,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"gd",357,0.514409,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"georgia_2016",3,0.004323,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"labour",22,0.0317,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"left_alliance",1,0.001441,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"mamuli_ena",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
